Unnamed: 0,cover_id,title,author,year,genre,genre_alts,pixel_count,mean_brightness,mean_hue,mean_saturation,entropy,Best Match
1914,8044592,Future Tense,John Brosnan,,Horror,"['Motion Pictures', 'Sci-Fi', 'Science Fiction', 'Horror', 'History and criticism', 'Movies', 'Science fiction films', 'Protected DAISY', 'Films', 'Accessible book']",188500,0.6280187652779945,0.13293789052390292,0.5393046355126871,5.429153996815515,419236
1973,961518,Army Of Darkness Vs. Re-Animator,James Kuhoric,,Horror,"['Humor', 'Comics & Graphic Novels', 'Graphic Novels', 'Graphic Novels - General', 'Fantasy', 'Movie-TV Tie-In - General', 'Comics & Graphic Novels / General', 'Horror Fiction', 'Graphic Novels - Horror', 'Horror', 'Comics & Graphic Novels / Graphic Novels']",163000,0.3695936003849393,0.5013434941658845,0.7672075552378045,5.241803618063226,8494916
1936,956977,Island #6,In-wan Youn,,Horror,"['Fiction - General', 'Action & Adventure', 'Comics & Graphic Novels / Graphic Novels / Manga', 'Comics & Graphic Novels', 'Graphic Novels', 'Fiction', 'Graphic Novels - General', 'Horror - General', 'General', 'Horror']",154375,0.36996521711518615,0.2698909036351773,0.4958461509970283,6.061781936057844,407755
1814,6443370,Vampire Zero: A Gruesome Vampire Tale,David Wellington,,Horror,"['Horror', 'Thriller', 'Fiction']",187500,0.06389343790849672,0.02353283177655713,0.06740927708192575,1.5076796917627144,3356667
1595,9159582,Short Stories (51),Roald Dahl,,Horror,"['sexual repression', 'resistance to interrogation', 'Short horror stories', 'gynecology', 'black comedy', 'brain', 'Young Adult', 'prefects', 'martinis', 'flashback', 'spinsters', 'detectives', 'World War I', 'horror', 'begging', 'short story', 'Short stories', 'sexual intercourse', 'royal jelly', 'widows', 'celibacy', 'grubs', 'English Short stories', 'Pickpockets', 'Booksellers and bookselling', 'Austrian Germans', 'macabre', 'stockbrokers', 'olfaction', 'betting pools', 'vicars', 'Chippendale CommodesWorld War II', 'funding', 'research', 'neurosis', 'Air pilots', 'Midwives', 'In Library', 'caregivers', 'diners', 'menopause', 'World War', 'Social life and customs', 'Fiction Classics', 'abstinence', 'Air pilots in fiction', 'cyanide', ""Ringer's solution"", 'rape by deception', 'seduction', 'cancer', 'Accessible book', 'chemists', 'sadism', 'Literature', 'English literature', 'caviar', 'fiction', 'cats', 'beekeepers', 'cannibalism', 'English nursery rhymes', 'sexology', 'doctors', 'Aeronautics', 'summer houses', 'Accessible Book', 'involuntary commitment', 'pawnbrokers', 'leprosy', 'Protected DAISY', 'artificial hearts', 'stoles', 'reincarnation', 'mink coats', 'Gothic & Horror', 'soft drinks', 'Bungarus', 'phantom limbs', 'dementia', 'alibi', 'soft water', 'boxing', 'Hitchhiking', 'Aeronautics in fiction', 'hobbyists', 'Oenophilia', 'Extortion', 'cruise ships', 'breasts', 'Royal Air Force', 'Kinderszenen', 'cardiovascular disease', 'Cadillacs', 'psychiatrists', 'safety pins', 'World War II', 'hard water', 'Weihnachtsbaum']",149000,0.22697199631530465,0.15384011782448934,0.4778606152883648,5.476698798541741,6555691
1785,8172461,Resident Evil 2,Kip Ward,,Horror,"['PlayStation', 'Horror', 'Video & Electronic', 'Resident Evil (Game)', 'Electronic Entertainment', 'Passtimes', 'Video games', 'Video & Electronic - General', 'Strategy', 'PSX', 'Games', 'Gore', 'Zombies', 'Hobbies', 'Videogames', 'Survival horror', 'PS1', 'Gamebooks', 'Mazes']",191000,0.48611070731957706,0.27305758563025445,0.2665606889221392,5.549251949587378,8199653
1587,745394,The Ruins,Scott Smith,,Horror,"['Horror', 'Protected DAISY', 'Accessible book', 'Fiction']",169000,0.2833315697876783,0.2809502320606063,0.4913225753913277,2.7514394563331885,1759368
1526,8413143,Four Past Midnight,Stephen King,,Horror,"['American Horror tales', 'Accessible book', 'paranormal', 'Fiction', 'cuckoo clocks', 'Horror fiction', 'Horror tales', 'word processors', 'diction', 'housemaids', 'Vdobibl', 'Polaroid cameras', 'supernatural', 'autopilot', 'Thriller', 'nightmares', 'Dissociative identity disorder', 'speechwriting', 'plagiarism', 'sanity', 'ambush', 'caretakers', 'short stories', 'Horror', 'red-eye flights']",157500,0.33002360410831,0.250806917799598,0.6604030560646414,4.437774514789704,8259296
1873,814832,The hammer,Kelly Jones,,Horror,"['Comics & Graphic Novels', 'Graphic Novels', 'General', 'Graphic Novels - General', 'Horror - General', 'Comics & Graphic Novels / General', 'Fiction', 'Horror', 'graphic novel']",145350,0.4568028760867953,0.4506969165300064,0.3160293881391128,6.303724615687777,6292498
1582,7163985,Sherlock Holmes vs. Dracula,Loren D. Estleman,,Horror,"['Mystery', 'Private investigators', 'Detective and mystery stories', 'Private investigators in fiction', 'Vampires', 'Horror', 'Fiction', 'Suspense', 'Protected DAISY', 'Vampires in fiction', 'Accessible book', 'Horror tales']",144500,0.21210396906167314,0.26703343666173746,0.6043262871222576,4.328410360309558,8494916
1993,812248,The White People and Other Tales,S. T. Joshi,,Horror,"['Graphic novels', 'Horror', 'Fiction - Horror', 'Short Stories (single author)', 'Fiction', 'Horror & ghost stories', 'Horror - General']",144400,0.542723697789365,0.13365520120073293,0.4105985338329271,5.701614938107017,288009
1669,2788688,"The Haunted and the Haunters, Or, The House and the Brain",Edward Bulwer Lytton,,Horror,"['Horror', 'Suspense', 'Accessible book', 'Thriller', 'Fiction']",187500,0.9652892235294118,0.09600587579555367,0.4841264176889032,1.2613235700336551,2512869
1653,7966478,Abraham Lincoln,Seth Grahame-Smith,,Horror,"['Accessible book', 'Horror', 'Protected DAISY', 'Vampires', 'Fiction']",150500,0.9140519314702628,0.05033176785377778,0.031047264384897213,2.5344517561241857,2504921
1792,6415703,Ghost walk,Brian Keene,,Horror,"['Horror', 'Fiction']",187500,0.18219873464052289,0.4140281286213149,0.38766167358401776,4.739102034216826,2663194
1503,9256024,Carrie,Stephen King,,Horror,"['menstruation', 'American Horror tales', 'Teenage girls', 'Psicocinética', 'Accessible book', 'psychological thrillers', 'Fiction', 'Child abuse', 'Epistolary novel', 'Social isolation', 'Horror', 'horror fiction', 'Psychokinesis', 'Estudiantes de escuelas secundarias', 'occult & supernatural fiction', 'Madres e hijas', 'proms', 'telepathy', 'telekinesis', 'thriller', 'banned book', 'Aislamiento social', 'High school students', 'Protected DAISY', 'Mothers and daughters', 'Ficción', 'Menarche']",147000,0.1889176203814859,0.3119568743357408,0.38103419596763105,3.900480817000203,2414744
1631,6252754,Infected,Scott Sigler,,Horror,"['Neurobehavioral disorders', 'Horror', 'Fiction', 'Thriller', 'Protected DAISY', 'Parasites', 'Accessible book', 'Murderers']",103200,0.5504697902416781,0.33904348863269984,0.36140774774689627,5.5509620890382,4529814
1818,7117271,Nightfall,L. J. Smith,,Horror,"['Young Adult Fiction', 'Vampires', 'Horror', 'Fiction', 'Romance', 'Interpersonal relations', 'Supernatural', 'Supernatural -- Fiction', 'Protected DAISY', 'Accessible book']",165500,0.4799461643267578,0.16122326684458166,0.3015256994339417,4.535897479466276,8087690
1732,9119711,All Heads Turn When the Hunt Goes By,John Farris,,Horror,"['Accessible book', 'Fiction in English', 'Horror', 'Protected DAISY']",103600,0.41723135740782796,0.1863795491546364,0.6511377651386322,5.721278644590287,872250
1953,2011070,The House of Mystery,"Will, Irwin",,Horror,"['Fiction / Horror', 'Action & Adventure', 'Horror', 'Fiction - Horror', 'Fiction', 'Fiction-Classics', 'Horror - General', 'Fiction-Action & Adventure', 'Classics']",166500,0.204451274804216,0.1069052572078226,0.03160539911477031,3.01299567512912,6807286
1829,6297603,"Evernight (Evernight, Book 1)",Claudia Gray,,Horror,"['Juvenile Fiction', 'Accessible book', 'Fiction', 'Romance', 'Protected DAISY', 'Horror']",164500,0.7244174980630551,0.952397750302828,0.9290124625730104,2.2096506281124597,1759368
1752,7401520,Strange Seed,T. M. Wright,,Horror,"['horror', 'Accessible book', 'Protected DAISY']",170000,0.4274859746251442,0.2014647481706228,0.3422354294907325,4.692618081890684,6555691
1712,1423542,Aliens,Jim Pipe,,Horror,"['Horror', 'Thriller', 'Fiction']",200450,0.2293311226211612,0.4643029265105498,0.4328786912743273,5.474035365570551,865760
1929,713745,Mumbo jumbo,"Roberts, Michael",,Horror,"['Juvenile poetry', 'Alphabet', 'Horror', 'Poetry', 'American poetry', ""Children's poetry, American""]",172425,0.4838801297523505,0.35843412694218063,0.6106385985280355,5.0844369498864435,6397075
1907,7259739,Night Film,Marisha Pessl,,Horror,"['Mystery', 'Director', 'Subculture', 'Investigative reporting', 'Horror', 'Fiction', 'Fathers and daughters', 'Suicide', 'Protected DAISY', 'Cult', 'Accessible book', 'Thriller']",167500,0.4698792156862745,0.2604007783095036,0.2436638147569961,4.677167872639876,288009
1768,7252315,Geddy's Moon,John Mulhall,,Horror,"['horror', 'supernatural', 'thriller']",164500,0.16899324155193993,0.4041142059604133,0.3638128054204226,4.256244288737406,7259739
1600,4176414,Lost,Gary Devon,,Horror,"['horror', 'Accessible book', 'Protected DAISY']",24576,0.9667807585273692,0.005343967013888888,9.071903418495098e-05,1.2117166830263948,4487849
1825,6421953,Love is hell,Melissa Marr,,Horror,"['Love', 'American Short stories', 'Horror', 'Protected DAISY', 'Fiction', 'Accessible book', 'Supernatural', 'Paranormal fiction', 'Short stories', 'Juvenile fiction', 'Love stories']",187500,0.3042307555555555,0.5878853686575882,0.5649881064269123,4.775623348147281,9008627
1512,9334842,Firestarter,Stephen King,,Horror,"['Fire', 'Accessible book', 'Horror', 'Protected DAISY', 'janitors', 'Fiction', 'hit men', 'Science fiction', 'bleeding', 'Psychic ability', 'horror thriller', 'Rolling Stone', 'Vietnam veterans', 'telekinesis', 'migraines', 'Psychokinesis', 'Cherokees', 'pyrokinesis']",166500,0.8381724077018196,0.14071174706379344,0.3369753030098919,4.114231552593053,480143
1592,485028,Savage,Richard Laymon,,Horror,"['Horror', 'Protected DAISY', 'Accessible book', 'Serial murders', 'Fiction']",133000,0.4188467049977886,0.4272486593505485,0.2420228936885711,5.424793185403877,484877
1707,4821118,Blood Red,James A. Moore,,Horror,"['Vampires', 'Accessible book', 'Halloween', 'Fiction', 'Protected DAISY', 'Horror']",23808,0.6641904846616066,0.6077476374465515,0.6628942804152046,4.789536605806132,9323749
1513,8311568,The Talisman,Stephen King,,Horror,"['Mothers and sons', 'Fantasy', 'Talismans', 'Horror', 'Quests (Expeditions)', 'Fiction', 'Romans', 'Boys', 'Fantastique', 'Protected DAISY', 'Accessible book']",163000,0.33405502225430045,0.38665642699488784,0.8467696578793993,4.332593945126519,6652565
1594,6520217,The Keep,F. Paul Wilson,,Horror,"['Motion Pictures', 'Novel', 'Tie-In', 'Horror', 'Movies', 'Novelization', 'Protected DAISY', 'Films', 'Accessible book']",146000,0.09554421165726563,0.28082613986225785,0.30832881578189425,4.657176472362151,2752324
1549,8129289,Hellboy,Michael Mignola,,Horror,"['Comics & Graphic Novels / Graphic Novels / General', 'Accessible book', 'Parapsychologists', 'Fiction', 'Graphic Novels - General', 'Wizards', 'Supernatural', 'Demonology', 'Muñequitos, tiras cómicas', 'Good and evil', 'Horror comic books, strips', 'Horror', 'Graphic Novels', 'Héroes', 'Heroes', 'Parapsychology', 'Graphic Novels - Science Fiction', 'Private investigators', 'Empathy', 'Comics & Graphic Novels', 'Protected DAISY', 'Novela gráfica', 'Comic books, strips', 'Hellboy (Personaje literario : Mignola)', 'Novela fantástica', 'Hellboy (Fictitious character : Mignola)', 'Graphic Novels - Horror', 'Cuentos de terror', 'Occultism', 'Graphic Novels - Crime & Mystery', 'Novela de terror', 'Comics & Graphic Novels / General']",151500,0.06624212774218598,0.017764837631472418,0.09591071539469054,2.16891898194054,6555691
1679,2405465,Eat the Dark,Joe Schreiber,,Horror,"['Horror', 'Fiction', 'Suspense', 'Protected DAISY', 'Serial murderers', 'Accessible book', 'Thriller']",166500,0.4253611729376435,0.5723964425947414,0.6469234320077767,4.418251241667722,288009
1906,6553363,Predator,Paul Monette,,Horror,"['Motion Pictures', 'Movie / TV Tie-Ins', 'Sci-Fi', 'Science Fiction', 'Accessible book', 'Horror', 'Protected DAISY', 'Movies', 'Novelization', 'Action', 'Adventure', 'Movie-TV Tie-In - General', 'Films', 'Movie/Tv Tie-Ins', 'Monsters']",148500,0.33247954050306994,0.2516190479035116,0.6160359566755655,5.054320913165727,2752324
1892,2005427,Attack of the Paper Bats (Library of Doom),Michael Dahl,,Horror,"['Books and reading in fiction', 'Juvenile fiction', 'Science Fiction & Fantasy', 'Librarians', 'Horror', 'Protected DAISY', 'Fiction', 'Books and reading', 'Fantasy', 'Accessible book', 'Librarians in fiction', 'Fantasy fiction', 'Juvenile Fiction']",180500,0.4583741893433272,0.1480194147650271,0.4900836186837546,5.858893541825831,2005428
1966,934941,Masques V (Masques),,,Horror,"['Horror - Anthologies', 'Horror', 'Fiction - Horror', 'Fiction', 'Supernatural', 'Horror - General', 'Horror fiction']",160500,0.47864313725490204,0.3334400057837057,0.16634677501531692,5.172699952865996,5648382
1613,489931,Gateway to Hell,Dennis Wheatley,,Horror,"['Accessible book', 'Protected DAISY', 'Fiction', 'Satanism', 'English fiction', 'Horror']",153000,0.3057664488017429,0.4395120299586245,0.2862657945432121,3.7937116098901718,855209
1666,6421907,Shimmer,Dallas Reed,,Horror,"['Survival in fiction', 'Juvenile Fiction', 'Supernatural in fiction', 'Blizzards -- Fiction', 'Survival', 'Survival -- Fiction', 'Fiction', 'Blizzards', 'Blizzards in fiction', 'Supernatural', 'Supernatural -- Fiction', 'Colorado -- Fiction', 'Horror stories', 'Colorado in fiction', 'Horror']",187500,0.29370283921568624,0.3728105745512452,0.4194520098337105,4.5670319115589715,293464
1677,9201010,The Joe Bob Briggs Fanzine,Jennifer Manriquez,,Horror,"['Motion Pictures', 'Movies', 'Horror']",150500,0.6131075760536773,0.2651919531612585,0.41107498763463707,5.303177913920881,1755515
1538,9255958,Desperation,Stephen King,,Horror,"['American Horror tales', 'Police', 'Psychological fiction', 'Travelers', 'Horror', 'Traffic police', 'Fiction', 'Accessible book', 'Suspense', 'Protected DAISY', 'Spanish: Adult Fiction', 'American fiction', 'Horror fiction', 'Horror tales']",147500,0.41506501827849773,0.3409512685402708,0.638481604843018,4.731065002624841,8259296
1750,386977,The Beast Within,Edward Levy,,Horror,"['Motion Pictures', 'Accessible book', 'Movies', 'Novelization', 'Protected DAISY', 'Films', 'Horror']",138700,0.2443934009075873,0.3777401975403873,0.7380975890722135,4.589268492404328,745394
1891,6446106,Armageddon Bound,Tim Marquitz,,Horror,"['Horror', 'Science Fiction & Fantasy', 'Fiction']",187500,0.4326462954248365,0.3176549279409745,0.3719406270695504,5.5970946590673485,9323749
1974,937250,Shifters,Edward Lee,,Horror,"['Horror', 'Horror - General', 'Fiction']",154500,0.4965581826258013,0.14176760559909513,0.5692676450021295,5.534010768788747,7259739
1807,854309,The Nightmare People,Lawrence Watt-Evans,,Horror,"['Horror', 'Fiction']",166500,0.30704386739680856,0.3339156212505571,0.1612011534677988,3.6924138547280414,7401520
1847,8156952,Homeplace,Elizabeth Massie,,Horror,"['Horror', 'Protected DAISY', 'Accessible book', 'Fiction']",143000,0.904449801179213,0.07432128085739974,0.13696249333752827,3.1960159457123836,6022430
1971,961358,Dampyr #1,Mauro Boselli,,Horror,"['Fiction - Horror', 'Comics & Graphic Novels', 'Graphic Novels', 'Fiction', 'Comics & Graphic Novels / General', 'Horror Fiction', 'Graphic Novels - Horror', 'Horror']",189000,0.3704826019296607,0.14628969905314493,0.22180863242850216,5.45273061634598,407755
1683,8086138,Cinema of the Fantastic,Chris Steinbrunner,,Horror,"['Motion Pictures', 'Sci-Fi', 'Fantasy films', 'Science Fiction', 'Horror', 'History and criticism', 'Movies', 'Protected DAISY', 'Films', 'Accessible book']",173500,0.6122751878849522,0.4095797913894147,0.32592588843137377,3.844057622129781,7259739
1577,8565607,The Bachman Books,Stephen King,,Horror,"['literary collections', 'Television game shows', 'psychological thriller', 'suicide by cop', 'Accessible book', 'half-tracks', 'prostitution', 'Fiction', 'school shootings', 'catatonia', 'roads', 'totalitarianism', 'Anonyms and pseudonyms', 'skyscrapers', 'organized crime', 'walking contest', 'Horror tales, American', 'American horror tales', 'American English fiction', 'safe houses', 'design and construction', 'outlaws', 'carjacking', 'bluffing', 'autopilot', 'overdubbing', 'insanity defense', 'brain cancer', 'Game shows', 'torture', 'postmarks', 'horror', 'surface-to-air missles', 'algebra teachers', 'hunting rifles', 'Molotov cocktails', 'revolvers', 'hitmen', 'horror fiction', 'ghetto', 'dystopia', 'eminent domain', 'crime scenes', 'underclass', 'man-on-the-street news interviews', 'middle management', 'expulsion', 'science fiction', 'parachutes', 'blacklisting', 'Suspense', 'Protected DAISY', 'Stockholm Syndrome', 'propaganda']",162500,0.2356288386123681,0.0971029760057761,0.27011074169852545,2.876565305037592,8259296
1779,640587,Mommy,Max Allan Collins,,Horror,"['Motion Pictures', 'Movies', 'Novelization', 'Horror', 'Films']",140125,0.3754447534589216,0.0941107578299311,0.7790581235176287,5.1429393208215375,288009
1695,7246339,Grave Markings,Michael A. Arnzen,,Horror,"['tattoo', 'novel', 'art', 'tattoing', 'horror', 'arnzen']",102000,0.5402675124951941,0.13240750904018225,0.3631208081501884,5.3149523604288875,3356667
1982,2303746,El Garante: Coleccion Mejores Thrillers Latinos (Collateral Man: Best Latino Thrillers Series) (Coleccion Mejores Thrillers Latinos),Alex Ferrara,,Horror,"['Spanish: Adult Fiction', 'Fiction / Horror', 'Reading materials', 'Horror', 'Spanish language', 'General', 'Fiction - General', 'Fiction / Thrillers', 'Thrillers', 'Fiction']",154375,0.19891852345796615,0.28692483935143753,0.568521589487243,3.4809659326369817,745394
1510,7013697,Pet Sematary,Stephen King,,Horror,"['pet cemeteries', 'Accessible book', 'Fiction', 'suspense', 'Animals', 'flashback', 'Horror fiction', 'Horror tales', 'death', 'Sobrenatural', 'burial ground', 'Cemeteries', 'pets', 'Paranormal fiction', 'Country life', 'Resurrection', 'Juvenile audience', 'Micmac Indians', 'psychological trauma', 'horror', 'Resurrección', 'World War II', 'spinal meningitis', 'solitaire', 'Protected DAISY', 'thrillers', 'Ficción', 'heart attack']",173250,0.4459295475766064,0.2768936378470676,0.4245012930091241,5.232921246371237,2303746
1811,7247865,The summoning,Kelley Armstrong,,Horror,"['Group homes', 'Ghost stories', 'Paranormal fiction', 'Horror', 'Fiction', 'Accessible book', 'Supernatural', 'Protected DAISY', 'Ghosts', 'Juvenile fiction']",29540,0.4222723591806391,0.3091401864551919,0.3683332658895895,5.9880858349993,2839933
1900,291919,University,Bentley Little,,Horror,"['Horror', 'Protected DAISY', 'Accessible book', 'Fiction']",132525,0.3981214051362859,0.6160058962775689,0.822213691580181,4.683030094611934,7259739
1540,6462252,I Am Legend,Richard Matheson,,Horror,"['Occult', 'American Horror tales', 'Vampires', 'Epidemics', 'Horror', 'Fiction in English', 'Fiction', 'Science Fiction', 'Accessible book', 'Protected DAISY', 'Horror fiction', 'Short stories', 'Loneliness', 'Horror tales']",146500,0.5546574583416986,0.4331794065364703,0.5549032544144482,5.564414080745825,9041714
1868,802113,Vampire,Mark Rein-Hagen,,Horror,"['Role playing', 'Role Playing & Fantasy - Vampire', 'Games / Gamebooks / Crosswords', 'Horror & ghost stories', 'Role-playing & war games', 'Fantasy games', 'Vampire (Game)', 'Horror']",169100,0.3258282719356223,0.35170597966753064,0.6633839991094893,5.908973326307166,9159582
1704,539323,In the blood,Stephen Gresham,,Horror,"['Accessible book', 'Horror', 'Protected DAISY', 'Vampires', 'Fiction']",132525,0.2929506012554049,0.4712428191626288,0.3682556698551348,5.5002935803872,240011
1850,6610582,The academy,Bentley Little,,Horror,"['Accessible book', 'High school students', 'Charter schools', 'Fiction', 'Protected DAISY', 'Horror', 'Good and evil']",151500,0.4526182100562997,0.17395547326566882,0.6609389961914873,4.783768825273469,293464
1916,7029731,The Spook Matinee,George Ulrich,,Horror,"['Humorous poetry', 'Juvenile poetry', 'Accessible book', 'Poetry', 'Protected DAISY', 'Horror', ""Children's poetry, American""]",201500,0.25504743833017074,0.5287529213407317,0.6474456879104913,4.955116457250033,6555691
1970,954346,Tales of Ordinary Madness,Malcolm Bourne,,Horror,"['Comics & Graphic Novels', 'Graphic Novels', 'Modern fiction', 'Graphic Novels - General', 'Comics & Graphic Novels / General', 'Graphic Novels - Horror', 'Horror']",174000,0.5212263015551049,0.12088585665842667,0.4883927792119892,5.7723556349249385,2860373
1813,30740,The return of Skeleton Man,Joseph Bruchac,,Horror,"['Juvenile Fiction', 'Mohonk Mountain House', 'Indians of North America', 'Horror', 'Psychopaths', 'Fiction', 'Juvenile fiction', 'Accessible book', 'Protected DAISY', 'Mohawk Indians']",144000,0.5120557189542483,0.38574249979770703,0.10843804981505932,5.607012648192468,25117
1533,9255994,Christine,Stephen King,,Horror,"['Protected DAISY', 'Heimlich maneuver', 'Accessible book', 'Teenagers in fiction', 'horror', 'Plymouth Fury', 'greasers', 'Teenagers', 'Fiction', 'Automobiles', 'Triangles (Interpersonal relations)', 'supernatural', 'Automobiles in fiction', 'carbon monoxide', 'couriers', 'Horror stories', 'smuggling', 'Horror tales']",59100,0.3645132543711225,0.39415521445813656,0.5833203488126387,5.434872411856669,8494916
1509,9334567,The Green Mile,Stephen King,,Horror,"['miracles', 'Cajuns', 'American Horror tales', 'urinary tract infections', 'serialised fiction', 'Executions and executioners', 'Accessible book', 'catatonia', 'death row inmates', 'African American healers', 'nursing homes', 'electric chairs', 'death row', 'Prisiones', 'serial', 'insurance fraud', 'rape', 'Horror tales', 'prison officials and employees', 'jails', 'prisons', 'straitjackets', 'Cuentos de terror', 'fiction', 'supernatural', 'Open Library Staff Picks', 'horror fiction', 'psychics', 'electric current', 'mystery and detective stories', 'Penitentiary', 'mystery', 'murder', 'Chang pian xiao shuo', 'Paranormal fiction', 'horror', 'Native Americans', 'Prison wardens', 'sisters', 'mice', 'solitary confinement', 'electrodes', 'Serialized fiction', 'empathy', 'First-person narrative', 'Juvenile fiction', 'psychiatric hospitals', 'arsonists', 'suspense fiction', 'Protected DAISY', 'Ficción', 'Prisoners', 'Murderers']",164000,0.2754924916307987,0.24343375599873346,0.4066972200870929,5.004466214091896,2663194
1661,1591908,Dead sea,Brian Keene,,Horror,"['Horror', 'Protected DAISY', 'Accessible book', 'Zombies', 'Fiction']",155000,0.259486679316888,0.2905179970943462,0.28567911421686043,5.005865630670954,2663194
1625,2405531,Criminal Paradise,Steven M. Thomas,,Horror,"['Horror', 'Fiction', 'Thieves', 'Suspense', 'Protected DAISY', 'Accessible book']",164500,0.5772858692413136,0.386769417155575,0.6773798750617092,4.372097129428056,8608435
1728,880114,The great and secret show,Chris Ryall,,Horror,"['Horror', 'Graphic Novels', 'Comics & Graphic Novels / Graphic Novels / Horror', 'Fantasy', 'Graphic Novels - Horror', 'Comics & Graphic Novels', 'Internet Archive Wishlist']",164500,0.7622551999523213,0.19838917015917645,0.37002203142023504,4.938818749305983,8396638
1696,4972493,Mommy's Day,Max Allan Collins,,Horror,"['Motion Pictures', 'Movies', 'Novelization', 'Horror', 'Films']",27008,0.3909775462317628,0.17917795606004608,0.7575510230071213,6.094443141557692,2860373
1640,35519,Araminta Spookie 3,Angie Sage,,Horror,"['Accessible book', 'Horror', 'Protected DAISY', 'Juvenile Fiction', 'Fiction']",175500,0.4341385620915033,0.388917235069736,0.494391076424522,5.75959088307463,6926185
1875,814878,Grendel,Greg Rucka,,Horror,"['Graphic Novels - Horror', 'Horror', 'Graphic Novels', 'Fiction', 'Graphic Novels - General', 'Science fiction', 'Horror - General', 'Dystopias', 'Comics & Graphic Novels / General', 'Adventure / thriller', 'Comics & Graphic Novels', 'Graphic Novels - Science Fiction']",150100,0.6905380987838172,0.18045802142253134,0.7924112849627908,5.769321674743808,288009
1665,7337382,Lurker,Stefan Petrucha,,Horror,"['Mystery', 'Murder', 'Horror', 'Fiction', 'Accessible book', 'Supernatural', 'Protected DAISY', 'Horror stories', 'Juvenile Fiction']",158500,0.6935565534731243,0.08214040614641102,0.12065498646702225,4.751312317459856,9155058
1958,871167,The Trouble with Igor,Christopher P. Reilly,,Horror,"['Death', 'Monsters', 'Boys', 'Humorous', 'Comics & Graphic Novels', 'Graphic Novels', 'General', 'Fantasy', 'Comic books, strips, etc', 'Comics & Graphic Novels / General', 'Horror Fiction', 'Graphic Novels - Horror', 'Horror']",171500,0.4456049848510833,0.1699867093230771,0.4903848572853762,5.419035387147675,6555691
1515,8595494,Night Shift,Stephen King,,Horror,"['vampires', 'jeeps', 'bulldozers', 'internal bleeding', 'Boy Scouts', 'helicopters', 'rosaries', 'black magic', 'snowstorms', 'Paranormal phenomena', 'inbreeding', 'smoking cessation', 'inverted crosses', 'paranoia', 'serial killers', 'Mystery', 'crib death', 'pyres', 'short story', 'bastards', 'heroin', 'two-way radios', 'occult', 'contract killing', 'fantasy', 'immunization', 'call girls', 'cigarette habit', 'myocardial infarction', 'De Vermis Mysteriis', 'penthouse apartments', 'Morse code', 'corn fields', 'witchcraft', 'electroconvulsive therapy', 'schizophrenia', 'mangles', 'convenience stores', 'background checks', 'American Short stories', 'demons', 'convulsions', 'demonology', 'nosferatu', 'Vietnam War', 'aversion training', 'harvest moon', 'suicide', 'diners', 'mutagens', 'deities', 'sports cars', 'thermonuclear weapons', 'Puritans', 'circumnavigation', 'Douay–Rheims Bible', 'Accessible book', 'terminal illness', 'crucifixes', 'truck stops', 'viruses', 'pregnancy', 'mafia', 'runes', 'rail fence ciphers', 'fiction', 'beer', 'cats', 'eastern whip-poor-wills', 'Paranormal fiction', 'Madonna and Child', 'mob enforcers', 'Molotov cocktails', 'smoking', 'recluses', 'word of mouth', 'corpses', 'manservants', 'elementary school', 'Protected DAISY', 'King James Bible', 'American Horror tales', 'closets', 'euthanasia', 'Horror fiction', 'gas stations', 'exponential growth', 'devotional medals', 'drug withdrawl', ""worker's compensation"", 'doors', 'gambling', 'horror', 'Captain Trips', 'truckers', 'fungus', 'semi-trailers', 'psychiatrists', 'cults', 'post-apocalyptic fiction', 'first-person narratives', 'cervical fractures', 'demonic possession', 'voodoo', 'undead', 'lung cancer', 'short stories']",147500,0.06708440013293451,0.4702388099844228,0.6132671519588097,2.108855629634625,8261369
1658,1954137,Desmodus,Melanie Tem,,Horror,"['Literature', 'Vampires', 'Accessible book', 'Fiction', 'Protected DAISY', 'Horror']",145825,0.6386027571323405,0.461367085650085,0.17641097573007292,3.8562525586036407,1792955
1904,2972216,The Monster of Lake Lobo,Scott Nickel,,Horror,"['Juvenile Fiction', 'Monsters', 'Horror', 'Graphic novels', 'Comic and Graphic Books', 'Cartoons and comics', 'Accessible book', 'Protected DAISY', 'Fiction', 'Dogs', 'Comic books, strips']",155000,0.6098434661606578,0.5781012239434737,0.34930782648715397,5.683912100405892,7259739
1572,9159268,Someone Like You,Roald Dahl,,Horror,"['Accessible book', 'stockbrokers', 'black comedy', 'Fiction', 'prefects', 'dementia', 'betting pools', 'detectives', 'Bungarus', 'alibi', 'caviar', 'Oenophilia', 'Short Stories', 'horror', 'World War I', 'cruise ships', 'short story', 'begging', 'caregivers', 'Cadillacs', 'Social life and customs', 'World War II', 'Protected DAISY']",168000,0.6775841269841268,0.4401615763332152,0.3291666372603299,5.978776550468763,7401520
1591,877092,The Revenge of the Hound,Michael Hardwick,,Horror,"['Mystery', 'Private investigators', 'Sherlock Holmes (Fictitious character)', 'Horror', 'Fiction', 'Protected DAISY', 'Accessible book']",147725,0.3608029493063091,0.6827666769339868,0.3418264915605168,5.222170277857946,7259739
1735,6388959,Pleasure Unbound,Larissa Ione,,Horror,"['Accessible book', 'Demonology', 'Romance', 'Protected DAISY', 'Fiction', 'Horror']",48160,0.35326371246172883,0.4864133757282576,0.8477324997097437,5.486644541299889,75422
